ID,ANO,MES,MARCA,MODELO,TIPOVEHICULO,KM_MES,GrCo2_km,GrCo2
994,2023,6,00678 - FIAT,SEICENTO,21 - FURGONETA MIXTA,19,143,3
995,2023,6,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,977,173,169
6,2022,1,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,333,147,49
7,2022,1,05466 - UNVI,SPRINTER,30 - AUTOBUS,405,436,177
8,2022,1,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,1361,140,191
15,2022,1,01709 - SEAT,ALHAMBR.1.9TDI 6V,40 - TURISMO,172,170,29
20,2022,1,01476 - PEUGEOT,BOXER 2.0,20 - FURGONETA,0,180,0
24,2022,1,01709 - SEAT,LEON,40 - TURISMO,819,96,79
26,2022,1,01709 - SEAT,LEON,40 - TURISMO,1701,96,163
27,2022,1,00678 - FIAT,IDEA,40 - TURISMO,835,130,109
30,2022,1,00388 - CITROEN,C2,03 - CAMION FURGON,164,113,19
34,2022,1,01709 - SEAT,IBIZA,40 - TURISMO,552,109,60
36,2022,1,01709 - SEAT,TOLEDO,40 - TURISMO,0,106,0
38,2022,1,01709 - SEAT,IBIZA,40 - TURISMO,916,109,100
40,2022,1,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,923,89,82
44,2022,1,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,360,0,0
48,2022,1,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,137,147,20
49,2022,1,01709 - SEAT,LEON ECOMOTIVE,40 - TURISMO,1060,99,105
52,2022,1,01709 - SEAT,ALTEA,40 - TURISMO,532,142,76
54,2022,1,03670 - IVECO,CC80E18M P,00 - CAMION,1419,220,312
56,2022,2,00678 - FIAT,IDEA,40 - TURISMO,189,124,23
60,2022,2,01252 - MERCEDES,VIANO 2.0,40 - TURISMO,444,218,97
64,2022,2,01709 - SEAT,TOLEDO,40 - TURISMO,1718,114,196
67,2022,2,02339 - JEEP,RENEGADE,40 - TURISMO,407,134,55
68,2022,2,02339 - JEEP,RENEGADE,40 - TURISMO,1843,134,247
69,2022,2,00678 - FIAT,FIAT DUCATO,20 - FURGONETA,328,166,54
73,2022,2,01709 - SEAT,ALTEA,40 - TURISMO,0,119,0
79,2022,2,01709 - SEAT,LEON,40 - TURISMO,424,96,41
80,2022,2,02009 - VOLKSWAGEN,PASSAT CC,40 - TURISMO,709,137,97
85,2022,2,00388 - CITROEN,C2,03 - CAMION FURGON,751,113,85
87,2022,2,01709 - SEAT,LEON,40 - TURISMO,1414,161,228
89,2022,2,01709 - SEAT,IBIZA,40 - TURISMO,1011,109,110
90,2022,2,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,56,84,5
91,2022,2,01709 - SEAT,TOLEDO,40 - TURISMO,399,106,42
92,2022,2,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,311,84,26
94,2022,2,05466 - UNVI,TGEVEGA,30 - AUTOBUS,3772,,
96,2022,2,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,117,89,10
98,2022,2,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,299,0,0
99,2022,2,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,453,0,0
105,2022,2,01382 - NISSAN,KUBISTAR,20 - FURGONETA,155,147,23
106,2022,2,00678 - FIAT,SEICENTO,40 - TURISMO,48,143,7
107,2022,2,01709 - SEAT,ALTEA,40 - TURISMO,256,142,36
108,2022,2,01551 - RENAULT,R. MASTER,20 - FURGONETA,110,230,25
110,2022,2,01253 - MERCEDES-BENZ,VITO 108 D,0G - VEHICULO MIXTO ADAPTABLE,0,195,0
113,2022,3,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,3833,101,387
117,2022,3,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,1591,140,223
118,2022,3,01709 - SEAT,TOLEDO,40 - TURISMO,1227,114,140
119,2022,3,01709 - SEAT,IBIZA,40 - TURISMO,103,109,11
121,2022,3,02339 - JEEP,RENEGADE,40 - TURISMO,429,134,57
129,2022,3,01476 - PEUGEOT,BOXER 2.0,20 - FURGONETA,274,180,49
134,2022,3,02009 - VOLKSWAGEN,PASSAT CC,40 - TURISMO,849,137,116
135,2022,3,01709 - SEAT,LEON,40 - TURISMO,1173,96,113
136,2022,3,00678 - FIAT,IDEA,40 - TURISMO,2774,130,361
138,2022,3,01551 - RENAULT,KANGOO EXPRESS Z.E.,20 - FURGONETA,623,0,0
141,2022,3,01709 - SEAT,LEON,40 - TURISMO,1176,161,189
149,2022,3,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,604,89,54
150,2022,3,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,745,89,66
153,2022,3,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,536,0,0
156,2022,3,01291 - MITSUBISHI,GALLOPER SUPER EXCEED,0G - VEHICULO MIXTO ADAPTABLE,599,173,104
157,2022,3,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,366,147,54
160,2022,3,00678 - FIAT,SEICENTO,40 - TURISMO,130,143,19
162,2022,3,01551 - RENAULT,R. MASTER,20 - FURGONETA,520,230,120
163,2022,3,03670 - IVECO,CC80E18M P,00 - CAMION,1598,220,352
165,2022,4,00678 - FIAT,IDEA,40 - TURISMO,130,124,16
166,2022,4,01476 - PEUGEOT,BOXER,30 - AUTOBUS,1,235,0
169,2022,4,01252 - MERCEDES,VIANO 2.0,40 - TURISMO,101,218,22
171,2022,4,05466 - UNVI,SPRINTER,30 - AUTOBUS,720,436,314
174,2022,4,01709 - SEAT,IBIZA,40 - TURISMO,531,109,58
180,2022,4,01709 - SEAT,TOLEDO,40 - TURISMO,1195,106,127
184,2022,4,01476 - PEUGEOT,BOXER 2.0,20 - FURGONETA,65,180,12
185,2022,4,01709 - SEAT,LEON 1.9,40 - TURISMO,146,135,20
190,2022,4,01709 - SEAT,LEON,40 - TURISMO,1047,96,101
197,2022,4,00678 - FIAT,DOBLO,20 - FURGONETA,901,133,120
201,2022,4,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,494,84,41
204,2022,4,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,1246,89,111
205,2022,4,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,494,89,44
208,2022,4,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,350,0,0
211,2022,4,01291 - MITSUBISHI,GALLOPER SUPER EXCEED,0G - VEHICULO MIXTO ADAPTABLE,629,173,109
212,2022,4,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,1047,147,154
214,2022,4,01382 - NISSAN,KUBISTAR,20 - FURGONETA,76,147,11
215,2022,4,00678 - FIAT,SEICENTO,40 - TURISMO,136,143,19
224,2022,5,01252 - MERCEDES,VIANO 2.0,40 - TURISMO,148,218,32
227,2022,5,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,859,140,120
228,2022,5,01709 - SEAT,TOLEDO,40 - TURISMO,3213,114,366
230,2022,5,02339 - JEEP,RENEGADE,40 - TURISMO,2784,134,373
233,2022,5,00678 - FIAT,FIAT DUCATO,20 - FURGONETA,414,166,69
234,2022,5,01709 - SEAT,ALHAMBR.1.9TDI 6V,40 - TURISMO,166,170,28
238,2022,5,01709 - SEAT,LEON 1.9,40 - TURISMO,535,135,72
239,2022,5,01476 - PEUGEOT,BOXER 2.0,20 - FURGONETA,88,180,16
244,2022,5,02009 - VOLKSWAGEN,PASSAT CC,40 - TURISMO,2055,137,282
245,2022,5,01709 - SEAT,LEON,40 - TURISMO,1324,96,127
249,2022,5,00388 - CITROEN,C2,03 - CAMION FURGON,531,113,60
250,2022,5,01382 - NISSAN,NISSAN LEAF 40KWH,40 - TURISMO,282,0,0
252,2022,5,00678 - FIAT,DOBLO,20 - FURGONETA,1947,133,259
254,2022,5,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,1031,84,87
257,2022,5,01709 - SEAT,IBIZA,40 - TURISMO,602,109,66
261,2022,5,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,1196,89,106
263,2022,5,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,480,0,0
264,2022,5,00678 - FIAT,SEICENTO,21 - FURGONETA MIXTA,251,143,36
269,2022,5,01382 - NISSAN,KUBISTAR,20 - FURGONETA,208,147,31
272,2022,5,01551 - RENAULT,R. MASTER,20 - FURGONETA,303,230,70
273,2022,5,03670 - IVECO,CC80E18M P,00 - CAMION,2422,220,533
280,2022,6,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,323,147,47
282,2022,6,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,1148,140,161
283,2022,6,01709 - SEAT,TOLEDO,40 - TURISMO,901,114,103
284,2022,6,01709 - SEAT,IBIZA,40 - TURISMO,104,109,11
285,2022,6,02339 - JEEP,RENEGADE,40 - TURISMO,919,134,123
293,2022,6,01709 - SEAT,LEON 1.9,40 - TURISMO,2275,135,307
294,2022,6,01476 - PEUGEOT,BOXER 2.0,20 - FURGONETA,114,180,21
296,2022,6,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,546,173,94
307,2022,6,00678 - FIAT,DOBLO,20 - FURGONETA,2309,133,307
309,2022,6,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,712,84,60
323,2022,6,01709 - SEAT,LEON ECOMOTIVE,40 - TURISMO,326,99,32
325,2022,6,00678 - FIAT,SEICENTO,40 - TURISMO,121,143,17
326,2022,6,01709 - SEAT,ALTEA,40 - TURISMO,521,142,74
332,2022,7,01476 - PEUGEOT,BOXER,30 - AUTOBUS,392,235,92
333,2022,7,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,2898,101,293
336,2022,7,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,285,147,42
337,2022,7,05466 - UNVI,SPRINTER,30 - AUTOBUS,17,436,8
339,2022,7,01709 - SEAT,TOLEDO,40 - TURISMO,1323,114,151
343,2022,7,02339 - JEEP,RENEGADE,40 - TURISMO,2,134,0
346,2022,7,01709 - SEAT,TOLEDO,40 - TURISMO,3012,106,319
352,2022,7,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,1366,173,236
353,2022,7,01709 - SEAT,ALHAMBRA,40 - TURISMO,3028,150,454
354,2022,7,01709 - SEAT,LEON,40 - TURISMO,1508,96,145
357,2022,7,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,1615,246,397
358,2022,7,01709 - SEAT,LEON,40 - TURISMO,968,96,93
360,2022,7,01551 - RENAULT,KANGOO EXPRESS Z.E.,20 - FURGONETA,494,0,0
362,2022,7,01382 - NISSAN,NISSAN LEAF 40KWH,40 - TURISMO,347,0,0
372,2022,7,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,27,89,2
378,2022,7,01291 - MITSUBISHI,GALLOPER SUPER EXCEED,0G - VEHICULO MIXTO ADAPTABLE,836,173,145
384,2022,7,01551 - RENAULT,R. MASTER,20 - FURGONETA,847,230,195
388,2022,8,00678 - FIAT,IDEA,40 - TURISMO,13,124,2
394,2022,8,05466 - UNVI,SPRINTER,30 - AUTOBUS,87,436,38
399,2022,8,02339 - JEEP,RENEGADE,40 - TURISMO,1039,134,139
401,2022,8,00678 - FIAT,FIAT DUCATO,20 - FURGONETA,3853,166,640
402,2022,8,01709 - SEAT,ALHAMBR.1.9TDI 6V,40 - TURISMO,0,170,0
404,2022,8,01709 - SEAT,TOLEDO,40 - TURISMO,2604,106,276
406,2022,8,01709 - SEAT,LEON 1.9,40 - TURISMO,1771,135,239
409,2022,8,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,838,173,145
410,2022,8,01709 - SEAT,ALHAMBRA,40 - TURISMO,5829,150,874
415,2022,8,01709 - SEAT,LEON,40 - TURISMO,491,96,47
419,2022,8,01382 - NISSAN,NISSAN LEAF 40KWH,40 - TURISMO,218,0,0
421,2022,8,00678 - FIAT,DOBLO,20 - FURGONETA,2283,133,304
425,2022,8,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,188,84,16
430,2022,8,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,449,89,40
432,2022,8,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,347,0,0
433,2022,8,00678 - FIAT,SEICENTO,21 - FURGONETA MIXTA,75,143,11
439,2022,8,00678 - FIAT,SEICENTO,40 - TURISMO,191,143,27
441,2022,8,01551 - RENAULT,R. MASTER,20 - FURGONETA,1261,230,290
442,2022,8,03670 - IVECO,CC80E18M P,00 - CAMION,4,220,1
445,2022,9,00678 - FIAT,IDEA,40 - TURISMO,98,124,12
446,2022,9,01476 - PEUGEOT,BOXER,30 - AUTOBUS,332,235,78
450,2022,9,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,301,147,44
455,2022,9,02339 - JEEP,RENEGADE,40 - TURISMO,1159,134,155
456,2022,9,02339 - JEEP,RENEGADE,40 - TURISMO,887,134,119
460,2022,9,01709 - SEAT,TOLEDO,40 - TURISMO,447,106,47
475,2022,9,00388 - CITROEN,C2,03 - CAMION FURGON,56,113,6
480,2022,9,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,619,84,52
482,2022,9,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,818,84,69
484,2022,9,05466 - UNVI,TGEVEGA,30 - AUTOBUS,1221,214,261
489,2022,9,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,356,0,0
495,2022,9,01382 - NISSAN,KUBISTAR,20 - FURGONETA,394,147,58
497,2022,9,01709 - SEAT,ALTEA,40 - TURISMO,202,142,29
498,2022,9,01551 - RENAULT,R. MASTER,20 - FURGONETA,178,230,41
501,2022,10,01181 - MAN,TGL,03 - CAMION FURGON,3463,354,1226
503,2022,10,01476 - PEUGEOT,BOXER,30 - AUTOBUS,647,235,152
504,2022,10,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,5918,101,598
505,2022,10,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,6145,101,621
508,2022,10,05466 - UNVI,SPRINTER,30 - AUTOBUS,1199,436,523
509,2022,10,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,916,140,128
515,2022,10,00678 - FIAT,FIAT DUCATO,20 - FURGONETA,546,166,91
526,2022,10,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,3146,246,774
528,2022,10,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,3406,246,838
531,2022,10,01551 - RENAULT,KANGOO EXPRESS Z.E.,20 - FURGONETA,885,0,0
533,2022,10,01382 - NISSAN,NISSAN LEAF 40KWH,40 - TURISMO,598,0,0
535,2022,10,00678 - FIAT,DOBLO,20 - FURGONETA,2106,133,280
540,2022,10,01709 - SEAT,IBIZA,40 - TURISMO,174,109,19
542,2022,10,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,978,89,87
545,2022,10,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,834,0,0
546,2022,10,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,527,0,0
558,2022,11,01181 - MAN,TGL,03 - CAMION FURGON,2401,354,850
561,2022,11,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,4915,101,496
564,2022,11,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,257,147,38
566,2022,11,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,1349,140,189
567,2022,11,01709 - SEAT,TOLEDO,40 - TURISMO,1162,114,132
569,2022,11,02339 - JEEP,RENEGADE,40 - TURISMO,1737,134,233
570,2022,11,02339 - JEEP,RENEGADE,40 - TURISMO,1443,134,193
574,2022,11,01709 - SEAT,TOLEDO,40 - TURISMO,168,106,18
581,2022,11,01709 - SEAT,ALHAMBRA,40 - TURISMO,894,150,134
583,2022,11,01709 - SEAT,LEON,40 - TURISMO,1254,96,120
584,2022,11,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,3267,246,804
586,2022,11,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,3189,246,784
587,2022,11,01709 - SEAT,LEON,40 - TURISMO,1690,96,162
595,2022,11,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,1024,84,86
597,2022,11,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,220,84,18
600,2022,11,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,1377,89,123
601,2022,11,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,273,89,24
605,2022,11,00678 - FIAT,SEICENTO,21 - FURGONETA MIXTA,62,143,9
606,2022,11,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,440,173,76
607,2022,11,01291 - MITSUBISHI,GALLOPER SUPER EXCEED,0G - VEHICULO MIXTO ADAPTABLE,62,173,11
608,2022,11,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,174,147,26
612,2022,11,01709 - SEAT,ALTEA,40 - TURISMO,219,142,31
615,2022,12,01181 - MAN,TGL,03 - CAMION FURGON,1392,354,493
616,2022,12,00678 - FIAT,IDEA,40 - TURISMO,43,124,5
619,2022,12,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,4344,101,439
620,2022,12,01252 - MERCEDES,VIANO 2.0,40 - TURISMO,122,218,27
622,2022,12,05466 - UNVI,SPRINTER,30 - AUTOBUS,689,436,300
623,2022,12,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,935,140,131
625,2022,12,01709 - SEAT,IBIZA,40 - TURISMO,46,109,5
629,2022,12,00678 - FIAT,FIAT DUCATO,20 - FURGONETA,823,166,137
632,2022,12,01709 - SEAT,TOLEDO,40 - TURISMO,542,106,57
639,2022,12,03670 - IVECO,70C18,03 - CAMION FURGON,66,214,14
642,2022,12,02009 - VOLKSWAGEN,PASSAT CC,40 - TURISMO,1953,137,268
647,2022,12,00388 - CITROEN,C2,03 - CAMION FURGON,33,113,4
652,2022,12,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,563,84,47
654,2022,12,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,909,84,76
657,2022,12,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,801,89,71
659,2022,12,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,68,89,6
662,2022,12,00678 - FIAT,SEICENTO,21 - FURGONETA MIXTA,67,143,10
663,2022,12,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,222,173,38
666,2022,12,01709 - SEAT,LEON ECOMOTIVE,40 - TURISMO,548,99,54
670,2022,12,03670 - IVECO,CC80E18M P,00 - CAMION,504,220,111
673,2023,1,00678 - FIAT,IDEA,40 - TURISMO,38,124,5
675,2023,1,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,3209,101,324
677,2023,1,01252 - MERCEDES,VIANO 2.0,40 - TURISMO,79,218,17
678,2023,1,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,240,147,35
680,2023,1,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,1509,140,211
681,2023,1,01709 - SEAT,TOLEDO,40 - TURISMO,498,114,57
683,2023,1,02339 - JEEP,RENEGADE,40 - TURISMO,538,134,72
686,2023,1,00678 - FIAT,FIAT DUCATO,20 - FURGONETA,905,166,150
690,2023,1,01709 - SEAT,ALTEA,40 - TURISMO,357,119,42
693,2023,1,01709 - SEAT,LEON 1.9,40 - TURISMO,1219,135,165
698,2023,1,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,1201,246,295
699,2023,1,02009 - VOLKSWAGEN,PASSAT CC,40 - TURISMO,2610,137,358
703,2023,1,01551 - RENAULT,KANGOO EXPRESS Z.E.,20 - FURGONETA,327,0,0
704,2023,1,00388 - CITROEN,C2,03 - CAMION FURGON,305,113,34
708,2023,1,01709 - SEAT,IBIZA,40 - TURISMO,68,109,7
713,2023,1,05466 - UNVI,TGEVEGA,30 - AUTOBUS,2189,214,468
716,2023,1,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,78,89,7
721,2023,1,01291 - MITSUBISHI,GALLOPER SUPER EXCEED,0G - VEHICULO MIXTO ADAPTABLE,110,173,19
724,2023,1,01382 - NISSAN,KUBISTAR,20 - FURGONETA,369,147,54
730,2023,2,01476 - PEUGEOT,BOXER,30 - AUTOBUS,138,235,32
736,2023,2,01709 - SEAT,TOLEDO,40 - TURISMO,785,114,89
737,2023,2,01709 - SEAT,IBIZA,40 - TURISMO,87,109,9
738,2023,2,02339 - JEEP,RENEGADE,40 - TURISMO,360,134,48
739,2023,2,02339 - JEEP,RENEGADE,40 - TURISMO,635,134,85
741,2023,2,00678 - FIAT,FIAT DUCATO,20 - FURGONETA,242,166,40
744,2023,2,01709 - SEAT,TOLEDO,40 - TURISMO,1399,106,148
745,2023,2,01709 - SEAT,ALTEA,40 - TURISMO,782,119,93
748,2023,2,01709 - SEAT,LEON 1.9,40 - TURISMO,1115,135,151
751,2023,2,03670 - IVECO,70C18,03 - CAMION FURGON,26,214,6
753,2023,2,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,2124,246,523
756,2023,2,01709 - SEAT,LEON,40 - TURISMO,1409,96,135
760,2023,2,01382 - NISSAN,NISSAN LEAF 40KWH,40 - TURISMO,658,0,0
763,2023,2,01709 - SEAT,IBIZA,40 - TURISMO,63,109,7
766,2023,2,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,251,84,21
769,2023,2,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,829,89,74
770,2023,2,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,123,89,11
774,2023,2,00678 - FIAT,SEICENTO,21 - FURGONETA MIXTA,36,143,5
788,2023,3,01252 - MERCEDES,VIANO 2.0,40 - TURISMO,159,218,35
789,2023,3,05466 - UNVI,SPRINTER,30 - AUTOBUS,1229,436,536
792,2023,3,01709 - SEAT,IBIZA,40 - TURISMO,60,109,7
794,2023,3,02339 - JEEP,RENEGADE,40 - TURISMO,1617,134,217
795,2023,3,02339 - JEEP,RENEGADE,40 - TURISMO,2946,134,395
796,2023,3,00678 - FIAT,FIAT DUCATO,20 - FURGONETA,443,166,74
798,2023,3,01709 - SEAT,TOLEDO,40 - TURISMO,287,106,30
805,2023,3,01709 - SEAT,ALHAMBRA,40 - TURISMO,3320,150,498
808,2023,3,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,2775,246,683
812,2023,3,00388 - CITROEN,C2,03 - CAMION FURGON,194,113,22
813,2023,3,01551 - RENAULT,KANGOO EXPRESS Z.E.,20 - FURGONETA,417,0,0
816,2023,3,01709 - SEAT,LEON,40 - TURISMO,2903,161,467
818,2023,3,01709 - SEAT,IBIZA,40 - TURISMO,36,109,4
821,2023,3,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,490,84,41
822,2023,3,01709 - SEAT,IBIZA,40 - TURISMO,908,109,99
828,2023,3,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,556,0,0
830,2023,3,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,309,173,53
831,2023,3,01291 - MITSUBISHI,GALLOPER SUPER EXCEED,0G - VEHICULO MIXTO ADAPTABLE,317,173,55
832,2023,3,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,86,147,13
834,2023,3,01382 - NISSAN,KUBISTAR,20 - FURGONETA,750,147,110
837,2023,3,03670 - IVECO,CC80E18M P,00 - CAMION,2261,220,497
838,2023,4,01181 - MAN,TGL,03 - CAMION FURGON,1939,354,686
839,2023,4,00678 - FIAT,IDEA,40 - TURISMO,25,124,3
847,2023,4,01709 - SEAT,IBIZA,40 - TURISMO,199,109,22
850,2023,4,02339 - JEEP,RENEGADE,40 - TURISMO,2621,134,351
859,2023,4,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,109,173,19
862,2023,4,01709 - SEAT,LEON,40 - TURISMO,932,96,89
866,2023,4,01709 - SEAT,LEON,40 - TURISMO,1386,96,133
871,2023,4,01709 - SEAT,LEON,40 - TURISMO,1110,161,179
874,2023,4,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,165,84,14
877,2023,4,01709 - SEAT,IBIZA,40 - TURISMO,708,109,77
883,2023,4,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,449,0,0
884,2023,4,00678 - FIAT,SEICENTO,21 - FURGONETA MIXTA,42,143,6
885,2023,4,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,697,173,121
886,2023,4,01291 - MITSUBISHI,GALLOPER SUPER EXCEED,0G - VEHICULO MIXTO ADAPTABLE,536,173,93
891,2023,4,01709 - SEAT,ALTEA,40 - TURISMO,692,142,98
894,2023,5,00678 - FIAT,IDEA,40 - TURISMO,63,124,8
897,2023,5,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,3775,101,381
900,2023,5,01551 - RENAULT,KANGOO,0G - VEHICULO MIXTO ADAPTABLE,790,140,111
903,2023,5,02339 - JEEP,RENEGADE,40 - TURISMO,246,134,33
904,2023,5,02339 - JEEP,RENEGADE,40 - TURISMO,340,134,46
909,2023,5,01709 - SEAT,TOLEDO,40 - TURISMO,528,106,56
913,2023,5,01709 - SEAT,LEON 1.9,40 - TURISMO,1691,135,228
918,2023,5,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,2987,246,735
920,2023,5,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,245,246,60
924,2023,5,00388 - CITROEN,C2,03 - CAMION FURGON,64,113,7
925,2023,5,01382 - NISSAN,NISSAN LEAF 40KWH,40 - TURISMO,384,0,0
926,2023,5,01709 - SEAT,LEON,40 - TURISMO,926,161,149
928,2023,5,01709 - SEAT,IBIZA,40 - TURISMO,113,109,12
937,2023,5,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,380,0,0
938,2023,5,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,404,0,0
940,2023,5,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,924,173,160
941,2023,5,01291 - MITSUBISHI,GALLOPER SUPER EXCEED,0G - VEHICULO MIXTO ADAPTABLE,1064,173,184
942,2023,5,01382 - NISSAN,KUBISTAR,03 - CAMION FURGON,1760,147,259
943,2023,5,01709 - SEAT,LEON ECOMOTIVE,40 - TURISMO,7,99,1
945,2023,5,00678 - FIAT,SEICENTO,40 - TURISMO,272,143,39
952,2023,6,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,3247,101,328
958,2023,6,02339 - JEEP,RENEGADE,40 - TURISMO,614,134,82
959,2023,6,02339 - JEEP,RENEGADE,40 - TURISMO,1011,134,135
960,2023,6,02339 - JEEP,RENEGADE,40 - TURISMO,3167,134,424
963,2023,6,01709 - SEAT,TOLEDO,40 - TURISMO,171,106,18
964,2023,6,01709 - SEAT,TOLEDO,40 - TURISMO,2842,106,301
965,2023,6,01709 - SEAT,ALTEA,40 - TURISMO,534,119,64
972,2023,6,01709 - SEAT,LEON,40 - TURISMO,1073,96,103
973,2023,6,01885 - TOYOTA,LAND CRUISER (150 SERIE),25 - TODO TERRENO,1414,246,348
